Brand,Model,Year,KM_Driven,Fuel_Type,Mileage,Transmission,Owner_Type,Engine,Seats,Selling_Price
Mahindra,Scorpio,2022,148383,Petrol,12.1,Manual,First Owner,1997,4,647164
Tata,Harrier,2012,194041,Diesel,29.4,Automatic,Second Owner,1497,5,233273
Maruti,Swift,2020,173131,Diesel,20.5,Manual,First Owner,1498,6,516428
Hyundai,Verna,2020,158887,Diesel,29.2,Manual,Second Owner,1197,4,498576
Hyundai,Venue,2020,49134,Diesel,16.5,Manual,Second Owner,1497,7,657452
Honda,Jazz,2019,174115,Diesel,19.8,Manual,First Owner,1997,5,525736
Honda,WR-V,2025,31582,Petrol,19.3,Manual,Third Owner,1498,6,941008
Kia,Carens,2024,46874,Petrol,13.9,Manual,Second Owner,998,4,810230
Kia,Carens,2013,95315,CNG,24.6,Automatic,First Owner,1197,6,457962
Toyota,Fortuner,2023,19404,Petrol,22,Automatic,Third Owner,1498,7,877225
Maruti,WagonR,2018,9584,Diesel,16.3,Manual,Third Owner,1498,7,709004
Honda,Jazz,2010,67968,CNG,14.4,Manual,First Owner,2179,4,376948
Kia,Seltos,2020,44014,Petrol,22.2,Automatic,First Owner,1497,4,708399
Honda,City,2016,165586,Diesel,29.7,Automatic,First Owner,1197,4,476253
Tata,Harrier,2012,40852,CNG,12.8,Manual,Second Owner,1248,7,416848
Hyundai,Verna,2018,39384,Petrol,18.7,Automatic,Third Owner,1197,7,653000
Mahindra,Scorpio,2010,196732,CNG,13.4,Automatic,Second Owner,2179,7,231301
Tata,Punch,2019,53012,CNG,26.6,Automatic,Second Owner,1197,5,672868
Toyota,Glanza,2024,40644,CNG,19.6,Manual,First Owner,998,4,814619
Maruti,Baleno,2017,27257,CNG,21.2,Manual,Second Owner,1248,4,568744
Tata,Altroz,2014,179185,Diesel,20.5,Automatic,Third Owner,1497,6,320822
Mahindra,Bolero,2019,120028,Diesel,19.9,Manual,Second Owner,796,6,501859
Kia,Carens,2020,104969,Diesel,22.9,Manual,Third Owner,1498,4,644344
Honda,Jazz,2020,158537,Diesel,29.4,Manual,Third Owner,2179,6,660524
Maruti,WagonR,2022,116324,Petrol,19.1,Manual,Second Owner,1248,6,652878
Honda,WR-V,2014,132610,CNG,19.1,Automatic,First Owner,1498,4,384166
Hyundai,i20,2012,112729,Petrol,17.1,Automatic,First Owner,1248,6,301769
Mahindra,XUV700,2017,177290,CNG,28.8,Manual,First Owner,1497,6,427392
Kia,Sonet,2024,61892,Diesel,12.5,Automatic,Third Owner,1197,4,761208
Tata,Altroz,2021,173843,Petrol,21.8,Automatic,Third Owner,1997,6,641152
Hyundai,i20,2019,19678,CNG,28,Manual,Third Owner,1197,6,752686
Tata,Punch,2022,138903,CNG,13.5,Automatic,Second Owner,2179,7,686814
Kia,Carens,2019,190901,Petrol,27.6,Manual,Second Owner,2179,6,579189
Maruti,Dzire,2018,85129,Diesel,14.2,Automatic,Second Owner,2179,5,706010
Toyota,Glanza,2014,102303,Diesel,27,Manual,Third Owner,1498,5,420066
Tata,Altroz,2019,167800,CNG,17.2,Automatic,Third Owner,1197,4,459746
Kia,Seltos,2012,112456,Diesel,17.4,Manual,First Owner,1197,6,305886
Maruti,Dzire,2015,43579,Diesel,17,Automatic,Second Owner,998,5,515146
Honda,City,2011,17408,Petrol,14.3,Manual,Third Owner,2179,4,493657
Kia,Carens,2020,79165,Diesel,16.1,Manual,Third Owner,1197,4,585123
Kia,Carens,2021,70459,Petrol,20.9,Automatic,Second Owner,1497,6,749370
Mahindra,XUV300,2014,178671,CNG,26.8,Manual,Third Owner,2179,7,425676
Maruti,Baleno,2023,66952,Diesel,14.6,Automatic,Third Owner,998,4,731796
Tata,Altroz,2025,159076,CNG,12,Manual,Third Owner,1197,5,665678
Kia,Seltos,2024,80657,CNG,22.4,Manual,Third Owner,1248,5,798422
Tata,Punch,2013,27132,Diesel,13.4,Automatic,Second Owner,998,7,416365
Kia,Seltos,2014,28296,Petrol,19.5,Manual,First Owner,1997,5,605408
Honda,WR-V,2013,147488,CNG,25.5,Manual,Second Owner,796,4,263484
Toyota,Innova,2010,114271,Petrol,16.3,Automatic,Third Owner,1197,4,240141
Toyota,Fortuner,2015,168543,Petrol,18,Automatic,Third Owner,1197,4,331926
Maruti,Baleno,2021,172110,CNG,24.1,Automatic,Second Owner,1197,5,582229
Toyota,Fortuner,2015,176430,CNG,26.9,Automatic,First Owner,796,5,294520
Toyota,Innova,2012,189022,Diesel,15.2,Automatic,Second Owner,1248,7,228393
Hyundai,i20,2011,136352,Diesel,19.6,Automatic,First Owner,2179,4,418497
Honda,WR-V,2017,94925,Diesel,13.1,Automatic,Third Owner,1497,4,502904
Kia,Seltos,2018,137597,CNG,22.9,Manual,Third Owner,796,4,388911
Toyota,Fortuner,2023,61776,CNG,18.3,Manual,First Owner,2179,6,865014
Tata,Altroz,2017,144266,CNG,16.2,Manual,First Owner,1997,5,557070
Kia,Seltos,2020,131422,Diesel,15.9,Automatic,Third Owner,1497,7,582689
Toyota,Innova,2017,82957,Diesel,14.8,Manual,Third Owner,1497,7,577604
Toyota,Glanza,2012,71964,Diesel,26,Manual,Second Owner,2179,7,479538
Tata,Punch,2017,47288,CNG,15.4,Manual,First Owner,1497,5,594518
Kia,Carens,2023,21491,Petrol,29,Automatic,Second Owner,1248,4,939553
Kia,Seltos,2020,47724,CNG,21.7,Manual,First Owner,998,4,691245
Kia,Carens,2021,11120,CNG,16.9,Automatic,Second Owner,796,7,746633
Toyota,Glanza,2016,108736,Petrol,23.7,Automatic,Second Owner,1497,7,477089
Kia,Sonet,2019,151945,Petrol,24.3,Manual,First Owner,796,6,441658
Toyota,Fortuner,2014,125445,Petrol,23.9,Manual,First Owner,1197,6,335402
Tata,Punch,2016,165982,CNG,20.6,Automatic,First Owner,1997,6,454992
Tata,Nexon,2012,140299,Petrol,15,Manual,Third Owner,1997,7,370065
Mahindra,Scorpio,2015,83136,Petrol,12.7,Manual,Third Owner,998,4,431851
Hyundai,i20,2013,52359,CNG,14,Manual,First Owner,2179,5,550099
Tata,Punch,2016,87122,Diesel,25.6,Manual,Second Owner,1197,5,521256
Hyundai,Creta,2019,43716,Petrol,15.6,Manual,First Owner,2179,7,730540
Hyundai,Verna,2016,127752,Diesel,13.6,Automatic,Second Owner,1497,7,408114
Maruti,Baleno,2019,108806,CNG,25.1,Manual,Third Owner,1197,5,619452
Tata,Harrier,2017,127989,Petrol,24.4,Automatic,First Owner,796,6,435017
Kia,Sonet,2017,162153,Diesel,27,Automatic,First Owner,1248,7,497654
Tata,Altroz,2024,142784,Diesel,18.6,Automatic,Third Owner,998,6,712857
Maruti,Baleno,2017,55030,Petrol,29.6,Manual,Second Owner,796,4,577174
Mahindra,Bolero,2023,67650,Diesel,22.9,Automatic,First Owner,1997,7,847714
Maruti,WagonR,2024,78522,CNG,28.9,Automatic,First Owner,1497,7,831266
Mahindra,XUV700,2018,118969,Petrol,17.6,Manual,Third Owner,998,7,420242
Honda,WR-V,2021,82781,Diesel,19.5,Manual,First Owner,1248,4,628417
Hyundai,Creta,2011,169824,Petrol,24.1,Automatic,Third Owner,796,7,199553
Tata,Harrier,2012,157310,Diesel,18.8,Automatic,Third Owner,796,4,193610
Mahindra,Scorpio,2014,183336,Diesel,18.8,Automatic,Third Owner,1248,5,269980
Mahindra,XUV300,2023,44264,CNG,18.5,Automatic,Second Owner,998,5,743213
Toyota,Innova,2021,39204,CNG,18,Automatic,Third Owner,1997,6,795702
Tata,Altroz,2021,184512,Petrol,19.2,Automatic,Third Owner,1248,4,554793
Hyundai,Creta,2023,153345,Diesel,16.2,Manual,First Owner,796,6,534732
Tata,Punch,2015,50654,Diesel,16.1,Manual,First Owner,1498,7,492528
Toyota,Urban Cruiser,2023,60688,Petrol,17.2,Manual,First Owner,998,4,681342
Toyota,Fortuner,2012,18050,CNG,28.3,Automatic,Third Owner,1197,4,526411
Honda,WR-V,2015,108650,Diesel,13.9,Manual,First Owner,1997,7,527030
Maruti,Dzire,2010,132249,Petrol,14.8,Automatic,Third Owner,2179,5,280754
Maruti,Swift,2022,125703,Petrol,13.1,Manual,Third Owner,1497,6,627542
Toyota,Fortuner,2010,129398,CNG,29.6,Manual,First Owner,1248,7,268442
Honda,WR-V,2025,7526,CNG,12.7,Automatic,Third Owner,1248,4,918927
Mahindra,XUV300,2020,96029,CNG,19.6,Automatic,First Owner,1197,5,667987
Honda,City,2022,22057,Petrol,23.2,Automatic,First Owner,1997,6,883174
Honda,Amaze,2024,155303,Petrol,28.6,Manual,First Owner,1497,5,698527
Honda,Jazz,2023,58997,CNG,12.7,Automatic,Second Owner,1197,4,784383
Kia,Carens,2015,78379,Diesel,18.7,Automatic,Second Owner,1997,6,607993
Mahindra,XUV700,2010,92267,Diesel,26.2,Manual,Second Owner,1497,5,358164
Kia,Seltos,2011,197132,CNG,29.7,Manual,Third Owner,1997,4,279348
Tata,Altroz,2024,100424,Diesel,29.8,Manual,Third Owner,2179,6,925690
Toyota,Fortuner,2023,46300,CNG,24.3,Manual,First Owner,998,6,752133
Maruti,Swift,2014,155286,Diesel,22,Automatic,Second Owner,1248,6,323851
Tata,Altroz,2023,144673,CNG,12.9,Automatic,Second Owner,1997,5,734301
Hyundai,i20,2018,10643,CNG,27.2,Manual,Second Owner,1497,4,759454
Mahindra,XUV300,2016,157683,Petrol,18.7,Manual,First Owner,2179,4,459744
Mahindra,XUV300,2025,31361,CNG,23.2,Manual,Second Owner,796,4,865325
Toyota,Fortuner,2019,120642,Diesel,21.3,Automatic,First Owner,1248,7,545199
Toyota,Fortuner,2013,99648,Petrol,14.4,Manual,Second Owner,796,7,304733
Maruti,WagonR,2017,41319,Diesel,19.4,Manual,Second Owner,1248,7,611383
Tata,Nexon,2019,191301,CNG,24.3,Manual,Second Owner,1197,6,455641
Mahindra,Bolero,2017,121913,Diesel,28.3,Manual,Third Owner,2179,4,646765
Toyota,Urban Cruiser,2025,117204,Diesel,17.8,Automatic,First Owner,796,7,767713
Tata,Altroz,2017,73067,Petrol,16.9,Manual,First Owner,1498,7,533952
Maruti,WagonR,2020,188710,CNG,14.3,Manual,First Owner,796,7,354453
Tata,Harrier,2010,29470,Diesel,22.2,Manual,Second Owner,796,4,334596
Honda,City,2010,124009,Diesel,20.7,Manual,Second Owner,796,7,155434
Hyundai,Verna,2024,30351,Petrol,20.3,Manual,Third Owner,1197,6,825454
Honda,City,2024,139617,Petrol,23.9,Manual,Third Owner,1248,6,657731
Tata,Nexon,2014,96202,CNG,24.6,Automatic,Second Owner,1497,5,484682
Hyundai,Verna,2022,52505,Diesel,14.3,Automatic,Second Owner,1497,7,774479
Honda,Amaze,2011,143594,Diesel,26.1,Manual,Third Owner,998,7,229856
Mahindra,Bolero,2020,36910,CNG,22.2,Automatic,Second Owner,1197,7,716130
Tata,Punch,2018,180239,CNG,18.8,Automatic,Second Owner,998,4,360521
Mahindra,XUV700,2015,145902,Diesel,26,Automatic,Third Owner,2179,6,485428
Kia,Carens,2017,182695,Diesel,28.5,Manual,First Owner,796,4,364250
Honda,WR-V,2023,193060,Diesel,25.2,Automatic,First Owner,1997,4,661872
Toyota,Innova,2011,121644,Diesel,17.5,Manual,Second Owner,1197,7,249592
Honda,City,2019,79250,CNG,13.5,Automatic,Third Owner,998,7,596856
Tata,Harrier,2020,133859,Diesel,16.9,Automatic,Second Owner,1248,5,522686
Tata,Harrier,2022,150584,Petrol,20,Manual,First Owner,1497,6,595879
Tata,Nexon,2012,99340,Diesel,28.6,Manual,Second Owner,1248,7,396751
Maruti,Dzire,2021,162776,Petrol,24.6,Automatic,Third Owner,2179,6,735535
Tata,Nexon,2020,47550,CNG,20.9,Automatic,First Owner,2179,5,856487
Tata,Nexon,2015,14155,Diesel,29.4,Manual,Third Owner,1497,6,631831
Maruti,Baleno,2011,152351,CNG,17,Automatic,First Owner,1997,5,285365
Hyundai,Verna,2014,120332,CNG,26.3,Manual,Third Owner,1197,5,382230
Kia,Seltos,2012,85900,Diesel,29.3,Manual,Third Owner,2179,5,486020
Mahindra,XUV300,2012,174753,CNG,22.3,Automatic,First Owner,2179,7,317308
Hyundai,i20,2025,195371,Diesel,23.6,Automatic,Third Owner,1197,7,634292
Maruti,Baleno,2016,159608,Diesel,20,Automatic,First Owner,1197,4,363556
Kia,Carens,2018,57957,Petrol,16.3,Manual,Third Owner,1248,6,536171
Maruti,Swift,2012,128465,Petrol,21.4,Automatic,Second Owner,796,7,249785
Maruti,Dzire,2020,105402,CNG,27.5,Automatic,First Owner,1197,7,645326
Hyundai,Creta,2022,103152,CNG,14.8,Automatic,First Owner,1197,5,658642
Hyundai,Venue,2020,113043,CNG,15.6,Automatic,Third Owner,1997,5,642077
Maruti,Dzire,2012,145696,Diesel,18.1,Manual,First Owner,796,4,234171
Maruti,WagonR,2011,87935,Petrol,25.5,Manual,Third Owner,1498,6,393380
Kia,Seltos,2013,194124,Petrol,12.5,Automatic,Third Owner,796,4,176480
Toyota,Urban Cruiser,2020,85380,CNG,15.3,Automatic,First Owner,1497,5,709997
Toyota,Glanza,2013,198002,Petrol,27.3,Manual,Third Owner,998,6,247908
Kia,Sonet,2022,87976,Petrol,17.5,Automatic,Third Owner,1197,5,713999
Hyundai,i20,2019,125714,Diesel,17.2,Automatic,Third Owner,1497,5,579122
Toyota,Innova,2023,146883,Petrol,29.4,Manual,Third Owner,1498,4,695686
Honda,WR-V,2010,117012,Petrol,23.3,Manual,First Owner,998,5,231327
Hyundai,i20,2010,47326,CNG,28.7,Automatic,Second Owner,1197,5,424827
Mahindra,Scorpio,2023,121193,Diesel,16.5,Manual,First Owner,1997,5,714454
Kia,Seltos,2024,129651,CNG,26.5,Manual,Second Owner,1197,4,690945
Tata,Punch,2024,188398,Petrol,15.7,Manual,First Owner,1497,6,584285
Mahindra,Scorpio,2013,80618,Petrol,14.8,Automatic,Second Owner,1197,7,342024
Tata,Punch,2016,11111,CNG,18.7,Automatic,Third Owner,1197,6,601604
Hyundai,i20,2010,70603,Petrol,29.9,Manual,Second Owner,1248,5,326993
Tata,Altroz,2018,158908,Diesel,17.9,Manual,Third Owner,998,6,409553
Honda,Amaze,2014,177739,CNG,23.3,Automatic,First Owner,1248,6,343250
Kia,Sonet,2012,105527,Diesel,19.9,Automatic,First Owner,998,6,302578
Tata,Harrier,2018,95497,Diesel,27.7,Manual,Third Owner,2179,6,690643
Kia,Seltos,2012,136634,CNG,26.7,Manual,First Owner,998,6,259018
Maruti,Dzire,2010,198081,Petrol,16.5,Automatic,Third Owner,796,5,128379
Toyota,Glanza,2014,79775,Diesel,22.9,Manual,Third Owner,2179,5,577301
Mahindra,XUV300,2015,58950,Diesel,23.9,Manual,Second Owner,2179,6,575017
Toyota,Innova,2016,19310,CNG,13.7,Manual,Third Owner,2179,4,633464
Toyota,Glanza,2018,168077,Petrol,15.9,Automatic,Third Owner,1197,7,472602
Maruti,Swift,2017,188842,Petrol,25.4,Automatic,First Owner,1248,6,460047
Tata,Nexon,2020,176717,Diesel,22.3,Manual,First Owner,1997,4,624932
Kia,Seltos,2022,63559,Petrol,12,Manual,Third Owner,796,4,648743
Hyundai,i20,2014,83376,CNG,21.9,Manual,Second Owner,1497,6,420981
Honda,Amaze,2019,154574,Petrol,20.5,Manual,Third Owner,1498,5,485639
Kia,Sonet,2021,187712,Petrol,22.5,Automatic,Third Owner,998,6,470257
Hyundai,Verna,2018,79512,Petrol,27,Manual,Second Owner,998,7,555371
Honda,City,2023,165671,Petrol,28.4,Automatic,First Owner,1997,6,803793
Tata,Nexon,2012,146015,Diesel,17.9,Automatic,First Owner,1248,7,240251
Hyundai,Venue,2022,124513,CNG,16.1,Automatic,Third Owner,1997,7,746544
Maruti,Swift,2023,179924,CNG,22.7,Automatic,Second Owner,998,5,551071
Honda,City,2016,80586,Petrol,19.7,Manual,Third Owner,1498,4,525767
Honda,City,2019,170110,Diesel,25.7,Manual,Second Owner,1197,5,482413
Mahindra,Scorpio,2023,79109,CNG,19.2,Automatic,First Owner,1197,5,754551
Tata,Harrier,2025,137254,CNG,12.2,Automatic,Third Owner,1997,4,762612
Toyota,Glanza,2024,118813,Petrol,25.1,Manual,First Owner,1248,7,700998
Maruti,Baleno,2023,94091,Petrol,15.2,Manual,Second Owner,998,7,631947
Toyota,Fortuner,2019,184464,CNG,19.8,Automatic,Third Owner,1497,7,473152
Mahindra,XUV300,2015,125292,CNG,18.3,Automatic,Third Owner,1497,5,490827
Maruti,Swift,2024,165790,Diesel,19,Manual,First Owner,1248,6,616538
Toyota,Fortuner,2014,197483,CNG,17.9,Manual,First Owner,1997,4,317141
Tata,Altroz,2020,76998,Diesel,28.1,Automatic,Third Owner,796,6,611625
Maruti,Swift,2019,134474,Diesel,15.2,Manual,Second Owner,2179,6,657689
Toyota,Fortuner,2023,64930,Diesel,27.1,Automatic,Third Owner,796,7,811733
Tata,Altroz,2019,111123,Diesel,24.2,Automatic,Third Owner,1248,6,581031
Mahindra,XUV700,2020,144909,Petrol,13.4,Automatic,Third Owner,1248,6,589068
Maruti,WagonR,2020,125338,CNG,21.7,Manual,Third Owner,796,5,496023
Tata,Nexon,2019,107622,Diesel,24,Manual,Third Owner,1197,7,531375
Mahindra,Bolero,2022,117398,CNG,29.6,Automatic,Third Owner,2179,7,814440
Honda,Amaze,2017,9979,Diesel,13.7,Manual,First Owner,1497,6,627201
Hyundai,Venue,2018,31498,CNG,28.2,Manual,First Owner,2179,5,786855
Mahindra,XUV300,2024,72765,Petrol,29.2,Automatic,Third Owner,796,6,800711
Kia,Seltos,2019,178125,Diesel,13,Automatic,Third Owner,1248,4,457126
Tata,Harrier,2013,181187,Diesel,19.2,Automatic,Third Owner,796,6,195647
Maruti,WagonR,2020,104121,Diesel,27.9,Manual,Third Owner,1497,5,638384
Honda,Jazz,2017,12635,Diesel,15.2,Manual,Third Owner,2179,6,728198
Honda,Amaze,2025,44148,CNG,28.7,Manual,Third Owner,2179,4,1007966
Honda,WR-V,2014,49131,CNG,27,Automatic,Third Owner,1248,7,517171
Maruti,Dzire,2024,45739,Petrol,13.8,Automatic,First Owner,998,6,777745
Toyota,Urban Cruiser,2021,150035,Diesel,19,Manual,Second Owner,1497,4,584933
Kia,Sonet,2015,124042,Petrol,22,Automatic,Second Owner,2179,5,546813
Tata,Altroz,2014,125399,Petrol,21.7,Automatic,First Owner,1997,4,515682
Mahindra,XUV700,2023,30725,Petrol,27.8,Automatic,Third Owner,998,6,889360
Hyundai,Verna,2022,41079,CNG,15.5,Manual,Second Owner,796,4,737866
Honda,WR-V,2021,113892,CNG,13.7,Automatic,Second Owner,1997,7,734950
Kia,Carens,2023,119609,Petrol,18.5,Manual,Second Owner,796,5,612803
Mahindra,Scorpio,2010,28863,CNG,17.8,Automatic,First Owner,1498,7,401459
Tata,Harrier,2011,155243,CNG,27.2,Automatic,Third Owner,998,5,250856
Honda,Jazz,2024,75061,Diesel,13.4,Automatic,First Owner,796,6,703905
Mahindra,XUV300,2016,123341,Diesel,22.9,Manual,Second Owner,1498,5,502858
Kia,Sonet,2020,164178,CNG,14.7,Automatic,Second Owner,2179,5,659489
Mahindra,Bolero,2025,130242,Petrol,18.8,Automatic,First Owner,1248,5,731754
Mahindra,XUV700,2024,155286,Diesel,18.9,Automatic,Third Owner,2179,7,795562
Kia,Sonet,2012,185788,Diesel,19.5,Manual,Third Owner,2179,6,293741
Hyundai,i20,2013,76275,Petrol,15.1,Automatic,First Owner,1497,7,400203
Honda,Amaze,2023,99836,Petrol,22.2,Manual,Third Owner,796,7,698941
Hyundai,Venue,2021,138330,Diesel,20,Automatic,First Owner,1497,5,620216
Tata,Punch,2020,120626,CNG,13.2,Automatic,Third Owner,1497,6,601328
Kia,Sonet,2017,120366,Petrol,22,Manual,First Owner,1197,5,476120
Hyundai,Creta,2015,31552,CNG,26.3,Automatic,Second Owner,796,6,506151
Mahindra,XUV700,2016,32640,CNG,22,Manual,First Owner,998,5,501352
Hyundai,Creta,2011,6161,CNG,24.6,Automatic,Third Owner,1497,6,501305
Toyota,Innova,2023,189348,CNG,28.5,Manual,Second Owner,2179,7,700144
Hyundai,Verna,2012,65927,CNG,27.6,Manual,Third Owner,998,4,372701
Honda,City,2019,52991,Diesel,29.2,Automatic,Third Owner,796,6,625759
Toyota,Urban Cruiser,2020,104718,Petrol,22.3,Manual,Second Owner,1497,4,667537
Tata,Altroz,2014,118161,CNG,17.4,Automatic,Third Owner,796,6,292379
Hyundai,Verna,2022,122586,Diesel,20.5,Manual,Third Owner,2179,4,790128
Kia,Seltos,2016,189764,Petrol,25.6,Automatic,First Owner,1498,7,398194
Mahindra,Scorpio,2013,197188,Diesel,28.4,Manual,Second Owner,1497,6,321009
Kia,Sonet,2016,24675,Diesel,12.3,Manual,First Owner,796,4,525493
Hyundai,Verna,2024,106886,Petrol,12.8,Manual,Third Owner,1197,4,687913
Mahindra,XUV300,2013,53533,CNG,29.4,Automatic,Third Owner,2179,5,581733
Tata,Altroz,2015,8591,CNG,16.2,Manual,Third Owner,1197,5,591297
Hyundai,Creta,2023,129583,Diesel,29.4,Manual,First Owner,796,4,646465
Tata,Nexon,2011,83705,CNG,17,Automatic,Second Owner,1498,7,379127
Mahindra,Bolero,2015,125090,Diesel,27.9,Automatic,Third Owner,1248,6,459633
Hyundai,Venue,2014,103749,Petrol,15.9,Automatic,First Owner,1248,6,426834
Kia,Seltos,2024,126049,CNG,27.2,Manual,Second Owner,1498,4,748739
Hyundai,Verna,2023,130789,Petrol,21.3,Manual,First Owner,998,4,615043
Hyundai,Creta,2012,53105,CNG,28.7,Automatic,First Owner,998,6,427194
Kia,Seltos,2022,33752,CNG,19.2,Manual,Second Owner,1197,7,727009
Mahindra,Scorpio,2021,138731,Diesel,20,Automatic,Second Owner,998,4,553667
Honda,Jazz,2024,41227,CNG,26.1,Automatic,First Owner,1997,7,942887
Mahindra,Bolero,2011,188142,CNG,28.6,Manual,Second Owner,1497,6,220258
Maruti,Dzire,2023,9702,Petrol,29.9,Manual,Second Owner,1248,5,929758
Mahindra,XUV300,2025,49740,Diesel,20.6,Manual,Second Owner,1248,7,899547
Mahindra,XUV700,2010,68771,CNG,25.9,Manual,Third Owner,2179,6,427693
Hyundai,Verna,2025,141485,Diesel,13.2,Automatic,Third Owner,796,6,637662
Maruti,Dzire,2022,192045,Petrol,17.6,Automatic,Third Owner,1997,6,696352
Hyundai,Venue,2014,127809,Petrol,29.1,Manual,Third Owner,1197,7,375089
Hyundai,i20,2023,127436,CNG,26.5,Manual,Second Owner,796,4,590916
Kia,Seltos,2011,198118,Petrol,12.2,Manual,Second Owner,796,5,109526
Kia,Sonet,2021,38881,Petrol,16.9,Manual,Third Owner,1997,7,762705
Hyundai,i20,2023,39053,Diesel,27.1,Automatic,Second Owner,1498,4,874208
Mahindra,XUV300,2017,103028,Diesel,28.4,Automatic,Third Owner,2179,7,702865
Tata,Harrier,2022,194108,Petrol,29.9,Manual,First Owner,998,7,556454
Toyota,Urban Cruiser,2020,72367,Petrol,29.5,Automatic,Second Owner,1248,5,688878
Mahindra,XUV700,2018,117772,Diesel,23,Manual,First Owner,796,7,430136
Honda,City,2017,27635,Diesel,27.4,Automatic,Second Owner,1197,4,675654
Toyota,Fortuner,2011,138537,Petrol,27.9,Manual,Second Owner,796,5,171275
Mahindra,XUV700,2011,158515,CNG,18.9,Automatic,Second Owner,796,7,172971
Kia,Carens,2013,109290,CNG,13.6,Automatic,Second Owner,796,4,298604
Maruti,Swift,2014,159961,Petrol,28,Automatic,First Owner,1197,4,343440
Tata,Altroz,2024,37982,Diesel,14.4,Manual,Second Owner,796,7,723833
Honda,WR-V,2011,113688,CNG,24.1,Automatic,First Owner,1497,7,337130
Tata,Punch,2025,122067,Petrol,18.1,Automatic,Second Owner,796,4,741684
Kia,Sonet,2016,38752,Diesel,29.8,Automatic,First Owner,2179,6,722752
Mahindra,Scorpio,2014,199015,Diesel,20,Manual,Third Owner,1248,6,199321
Tata,Punch,2013,81690,Petrol,20.7,Automatic,Second Owner,2179,5,555841
Tata,Nexon,2025,151202,Petrol,26.2,Manual,Third Owner,2179,6,839191
Tata,Punch,2013,99161,CNG,16.4,Automatic,First Owner,796,4,341142
Maruti,Swift,2017,153705,Diesel,28.9,Automatic,First Owner,1997,6,530259
Kia,Sonet,2023,29557,Petrol,15.6,Automatic,Second Owner,998,6,770639
Mahindra,XUV700,2022,90811,Diesel,18.3,Manual,First Owner,1997,6,752649
Hyundai,Venue,2023,63802,Petrol,29.9,Manual,Second Owner,2179,5,928366
Hyundai,Creta,2016,196723,CNG,12.7,Manual,Third Owner,1997,5,381927
Tata,Harrier,2022,37168,Diesel,12.2,Automatic,Second Owner,1498,7,762962
Maruti,Swift,2017,12724,CNG,15.8,Automatic,Second Owner,1497,5,700121
Toyota,Innova,2011,61280,Petrol,12.5,Automatic,Third Owner,2179,6,484475
Honda,Amaze,2016,5660,Diesel,28.2,Automatic,First Owner,1197,6,705482
Hyundai,Verna,2015,45651,Diesel,22.7,Manual,Second Owner,796,7,454175
Mahindra,XUV700,2013,133717,Petrol,12.1,Automatic,Second Owner,1498,4,297890
Kia,Seltos,2017,52938,Petrol,28.9,Manual,First Owner,796,5,592880
Maruti,Baleno,2020,58080,Diesel,28.5,Manual,Second Owner,1997,6,753681
Honda,Amaze,2016,76743,CNG,13.3,Manual,First Owner,1197,7,436761
Hyundai,Venue,2021,90078,Petrol,29.5,Manual,Second Owner,1997,4,755139
Toyota,Glanza,2014,7618,CNG,15.5,Manual,Second Owner,998,7,472436
Hyundai,Venue,2015,91386,CNG,19.2,Manual,Third Owner,1248,4,456680
Toyota,Glanza,2013,103230,Petrol,21.7,Manual,Second Owner,1248,7,411346
Honda,WR-V,2023,111848,Diesel,12.2,Manual,Second Owner,2179,6,815637
Hyundai,Venue,2011,42206,Diesel,13,Manual,Third Owner,1497,4,405490
Honda,WR-V,2017,75284,CNG,15.9,Manual,Third Owner,1497,5,569781
